ID,Name,Group,Prefixes,Tenant,Status,Role,Description,Tags,Site
967,v967,,&mdash;,,Active,&mdash;,igs,,
968,v968,,&mdash;,,Active,&mdash;,bio,,
969,v969,,&mdash;,,Active,&mdash;,bio,,
970,v970,,&mdash;,,Active,&mdash;,bio,,
971,v971,,&mdash;,,Active,&mdash;,bio,,
972,v972,,&mdash;,,Active,&mdash;,bio,,
973,v973,,&mdash;,,Active,&mdash;,bio,,
974,v974,,&mdash;,,Active,&mdash;,bio,,
975,v975,,&mdash;,,Active,&mdash;,bio,,
976,v976,,&mdash;,,Active,&mdash;,bio,,
977,v977,,&mdash;,,Active,&mdash;,ep,,
978,v978,,&mdash;,,Active,&mdash;,"jim,TSUBAME_db",,
980,v980,,&mdash;,,Active,&mdash;,pms,,
981,app.noc-net,,&mdash;,,Active,&mdash;,app.noc-net,,
982,v982,,&mdash;,,Active,&mdash;,ctrl,,
983,v983,,&mdash;,,Active,&mdash;,is,,
984,v984,,&mdash;,,Active,&mdash;,ep,,
985,v985,,&mdash;,,Active,&mdash;,"cc,kyoiku",,
986,v986,,&mdash;,,Active,&mdash;,ip,,
987,v987,,&mdash;,,Active,&mdash;,gsic,,
988,v988,,&mdash;,,Active,&mdash;,cs,,
989,v989,,&mdash;,,Active,&mdash;,csc,,
990,v990,,&mdash;,,Active,&mdash;,gsic,,
992,v992,,&mdash;,,Active,&mdash;,gsic.992,,
993,v993,,&mdash;,,Active,&mdash;,gsic,,
994,v994,,&mdash;,,Active,&mdash;,isl,,
995,v995,,&mdash;,,Active,&mdash;,gsic,,
996,v6-service,,&mdash;,,Active,&mdash;,v6-service,,
997,noc-serv-o,,&mdash;,,Active,&mdash;,,,
999,noc-life-o,,&mdash;,,Active,&mdash;,,,
1105,v1105,,&mdash;,,Active,&mdash;,eng,,
1110,v1110,,&mdash;,,Active,&mdash;,bflets_hirano,,
1111,v1111,,&mdash;,,Active,&mdash;,bflets_hirano2,,
1112,v1112,,&mdash;,,Active,&mdash;,bflets_hirano3,,
1113,v1113,,&mdash;,,Active,&mdash;,bflets_kyosai,,
1114,v1114,,&mdash;,,Active,&mdash;,bflets_watanabetatsuhiro,,
1115,v1115,,&mdash;,,Active,&mdash;,bflets_mitsuminedenki,,
1116,v1116,,&mdash;,,Active,&mdash;,bflets_metagen.1116,,
1201,v1201,,&mdash;,,Active,&mdash;,bflets_oshikubo,,
1202,v1202,,&mdash;,,Active,&mdash;,flets_satohsyoji,,
1203,v1203,,&mdash;,,Active,&mdash;,flets_hatori,,
1300,dynamic-vlan-1,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1301,dynamic-vlan-2,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1302,dynamic-vlan-3,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1303,dynamic-vlan-4,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1304,dynamic-vlan-5,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1305,dynamic-vlan-6,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1306,dynamic-vlan-7,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1307,dynamic-vlan-8,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1308,dynamic-vlan-9,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1309,dynamic-vlan-10,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1310,dynamic-vlan-11,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1311,dynamic-vlan-12,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1312,dynamic-vlan-13,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1313,dynamic-vlan-14,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1314,dynamic-vlan-15,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1315,dynamic-vlan-16,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1316,dynamic-vlan-17,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1317,dynamic-vlan-18,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1318,dynamic-vlan-19,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1319,dynamic-vlan-20,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1320,dynamic-vlan-21,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1321,dynamic-vlan-22,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1322,dynamic-vlan-23,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1323,dynamic-vlan-24,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1324,dynamic-vlan-25,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1325,dynamic-vlan-26,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1326,dynamic-vlan-27,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1327,dynamic-vlan-28,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1328,dynamic-vlan-29,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1329,dynamic-vlan-30,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1330,dynamic-vlan-31,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1331,dynamic-vlan-32,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1332,dynamic-vlan-33,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1333,dynamic-vlan-34,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1334,dynamic-vlan-35,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1335,dynamic-vlan-36,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1336,dynamic-vlan-37,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1337,dynamic-vlan-38,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1338,dynamic-vlan-39,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1339,dynamic-vlan-40,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1340,dynamic-vlan-41,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1341,dynamic-vlan-42,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1342,dynamic-vlan-43,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1343,dynamic-vlan-44,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1344,dynamic-vlan-45,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1345,dynamic-vlan-46,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1346,dynamic-vlan-47,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1347,dynamic-vlan-48,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1348,dynamic-vlan-49,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1349,dynamic-vlan-50,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1350,dynamic-vlan-51,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1351,dynamic-vlan-52,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1352,dynamic-vlan-53,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1353,dynamic-vlan-54,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1354,dynamic-vlan-55,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1355,dynamic-vlan-56,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1356,dynamic-vlan-57,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1357,dynamic-vlan-58,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1358,dynamic-vlan-59,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1359,dynamic-vlan-60,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1360,dynamic-vlan-61,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1361,dynamic-vlan-62,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1362,dynamic-vlan-63,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1363,dynamic-vlan-64,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1364,dynamic-vlan-65,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1365,dynamic-vlan-66,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1366,dynamic-vlan-67,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1367,dynamic-vlan-68,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1368,dynamic-vlan-69,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1369,dynamic-vlan-70,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1370,dynamic-vlan-71,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1371,dynamic-vlan-72,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1372,dynamic-vlan-73,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1373,dynamic-vlan-74,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1374,dynamic-vlan-75,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1375,dynamic-vlan-76,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1376,dynamic-vlan-77,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1377,dynamic-vlan-78,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1378,dynamic-vlan-79,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1379,dynamic-vlan-80,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1380,dynamic-vlan-81,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1381,dynamic-vlan-82,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1382,dynamic-vlan-83,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1383,dynamic-vlan-84,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1384,dynamic-vlan-85,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1385,dynamic-vlan-86,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1386,dynamic-vlan-87,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1387,dynamic-vlan-88,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1388,dynamic-vlan-89,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1389,dynamic-vlan-90,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1390,dynamic-vlan-91,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1391,dynamic-vlan-92,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1392,dynamic-vlan-93,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1393,dynamic-vlan-94,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1394,dynamic-vlan-95,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1395,dynamic-vlan-96,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1396,dynamic-vlan-97,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1397,dynamic-vlan-98,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1398,dynamic-vlan-99,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1399,dynamic-vlan-100,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1400,dynamic-vlan-101,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1401,dynamic-vlan-102,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1402,dynamic-vlan-103,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1403,dynamic-vlan-104,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1404,dynamic-vlan-105,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1405,dynamic-vlan-106,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1406,dynamic-vlan-107,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1407,dynamic-vlan-108,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1408,dynamic-vlan-109,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1409,dynamic-vlan-110,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1410,dynamic-vlan-111,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1411,dynamic-vlan-112,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1412,dynamic-vlan-113,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1413,dynamic-vlan-114,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1414,dynamic-vlan-115,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1415,dynamic-vlan-116,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1416,dynamic-vlan-117,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1417,dynamic-vlan-118,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1418,dynamic-vlan-119,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1419,dynamic-vlan-120,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1420,dynamic-vlan-121,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1421,dynamic-vlan-122,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1422,dynamic-vlan-123,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1423,dynamic-vlan-124,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1424,dynamic-vlan-125,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1425,dynamic-vlan-126,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1426,dynamic-vlan-127,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1427,dynamic-vlan-128,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1428,dynamic-vlan-129,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1429,dynamic-vlan-130,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1430,dynamic-vlan-131,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1431,dynamic-vlan-132,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1432,dynamic-vlan-133,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1433,dynamic-vlan-134,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1434,dynamic-vlan-135,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1435,dynamic-vlan-136,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1436,dynamic-vlan-137,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1437,dynamic-vlan-138,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1438,dynamic-vlan-139,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1439,dynamic-vlan-140,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1440,dynamic-vlan-141,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1441,dynamic-vlan-142,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1442,dynamic-vlan-143,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1443,dynamic-vlan-144,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1444,dynamic-vlan-145,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1445,dynamic-vlan-146,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1446,dynamic-vlan-147,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1447,dynamic-vlan-148,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1448,dynamic-vlan-149,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1449,dynamic-vlan-150,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1450,dynamic-vlan-151,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1451,dynamic-vlan-152,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1452,dynamic-vlan-153,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1453,dynamic-vlan-154,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1454,dynamic-vlan-155,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1455,dynamic-vlan-156,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1456,dynamic-vlan-157,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1457,dynamic-vlan-158,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1458,dynamic-vlan-159,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1459,dynamic-vlan-160,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1460,dynamic-vlan-161,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1461,dynamic-vlan-162,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1462,dynamic-vlan-163,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1463,dynamic-vlan-164,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1464,dynamic-vlan-165,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1465,dynamic-vlan-166,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1466,dynamic-vlan-167,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1467,dynamic-vlan-168,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1468,dynamic-vlan-169,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1469,dynamic-vlan-170,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1470,dynamic-vlan-171,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1471,dynamic-vlan-172,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1472,dynamic-vlan-173,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1473,dynamic-vlan-174,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1474,dynamic-vlan-175,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1475,dynamic-vlan-176,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1476,dynamic-vlan-177,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1477,dynamic-vlan-178,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1478,dynamic-vlan-179,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1479,dynamic-vlan-180,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1480,dynamic-vlan-181,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1481,dynamic-vlan-182,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1482,dynamic-vlan-183,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1483,dynamic-vlan-184,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1484,dynamic-vlan-185,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1485,dynamic-vlan-186,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1486,dynamic-vlan-187,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1487,dynamic-vlan-188,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1488,dynamic-vlan-189,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1489,dynamic-vlan-190,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1490,dynamic-vlan-191,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1491,dynamic-vlan-192,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1492,dynamic-vlan-193,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1493,dynamic-vlan-194,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1494,dynamic-vlan-195,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1495,dynamic-vlan-196,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1496,dynamic-vlan-197,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1497,dynamic-vlan-198,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1498,dynamic-vlan-199,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
1499,dynamic-vlan-200,,&mdash;,,Active,&mdash;,,Dynamic VLAN,
2008,v2008,,&mdash;,,Active,&mdash;,sinet-AWS-eneswallow-cloud,,
2009,v2009,,&mdash;,,Active,&mdash;,sinet-Distcloud-core-L2VPN,,
2010,v2010,,&mdash;,,Active,&mdash;,sinet-Distcloud-mgmt-L2VPN,,
2011,v2011,,&mdash;,,Active,&mdash;,"""Sinet-KEK-L3VPN",,
2012,v2012,,&mdash;,,Active,&mdash;,"""sinet-nifs3-L3VPN",,
2013,v2013,,&mdash;,,Active,&mdash;,"""sinet-NAOJ-TOUKOU-L2VPN",,
2066,v2066,,&mdash;,,Active,&mdash;,sinet-UMRIC-L2,,
2097,v2097,,&mdash;,,Active,&mdash;,sinetsim-test-kitaguchi,,
2098,v2098,,&mdash;,,Active,&mdash;,sinetsim-backupmgmt-noc,,
2099,v2099,,&mdash;,,Active,&mdash;,sinet-backupline,,
2300,v2300,,&mdash;,,Active,&mdash;,bflets_okuda,,
2302,v2302,,&mdash;,,Active,&mdash;,bflets_TTI,,
2303,v2303,,&mdash;,,Active,&mdash;,bflets_harada,,
2400,v2400,,&mdash;,,Active,&mdash;,bflets_sakai,,
2401,v2401,,&mdash;,,Active,&mdash;,bflets_sakai2,,
2402,v2402,,&mdash;,,Active,&mdash;,bflets_oosumi,,
3004,noc-bb-v3004,,&mdash;,,Active,&mdash;,,,
3005,noc-bb-v3005,,&mdash;,,Active,&mdash;,,,
3014,noc-bb-v3014,,&mdash;,,Active,&mdash;,,,
3015,noc-bb-v3015,,&mdash;,,Active,&mdash;,,,
3028,noc-cs2-sgw,,&mdash;,,Active,&mdash;,,,
3040,noc-bb-v3040,,&mdash;,,Active,&mdash;,,,
3049,noc-nat-co1-co2,,&mdash;,,Active,&mdash;,,,
3050,noc-bb-v3050,,&mdash;,,Active,&mdash;,,,
3051,noc-bb-v3051,,&mdash;,,Active,&mdash;,,,
3052,noc-sinetvpn-coo2-cos2,,&mdash;,,Active,&mdash;,,,
3059,noc-nat-co2-cs2,,&mdash;,,Active,&mdash;,,,
3101,noc-sinetvpn-boo1-sugw,,&mdash;,,Active,&mdash;,,,
3104,noc-bb-cos1-bos1,,&mdash;,,Active,&mdash;,,,
3105,noc-bb-cos2-bos1,,&mdash;,,Active,&mdash;,,,
3140,noc-bb-v3140,,&mdash;,,Active,&mdash;,,,
3142,noc-sinetvpn-coo1-cos1,,&mdash;,,Active,&mdash;,,,
3149,noc-nat-co1-cs1,,&mdash;,,Active,&mdash;,,,
3150,noc-bb-v3150,,&mdash;,,Active,&mdash;,,,
3159,noc-nat-cs1-cs2,,&mdash;,,Active,&mdash;,,,
3160,noc-co1-slbo1,,&mdash;,,Active,&mdash;,,,
3161,noc-co2-slbo1,,&mdash;,,Active,&mdash;,,,
3162,noc-co1-10gG-sgwo4,,&mdash;,,Active,&mdash;,,,
3163,noc-co2-10gG-sgwo4,,&mdash;,,Active,&mdash;,,,
3170,noc-co1-sgwo2,,&mdash;,,Active,&mdash;,,,
3171,noc-bo1-co2-sgwo2,,&mdash;,,Active,&mdash;,,,
3172,noc-nat-co1-sgwo2,,&mdash;,,Active,&mdash;,,,
3174,noc-fw-trust,,&mdash;,,Active,&mdash;,,,
3175,noc-cs1-sgws2,,&mdash;,,Active,&mdash;,,,
3176,noc-bs1-cs2-sgws2,,&mdash;,,Active,&mdash;,,,
3177,noc-nat-cs1-sgws2,,&mdash;,,Active,&mdash;,,,
3178,event-nat-bdr,,&mdash;,,Active,&mdash;,,,
3180,noc-bo1-co1-sgwo2,,&mdash;,,Active,&mdash;,,,
3181,noc-co2-sgwo2,,&mdash;,,Active,&mdash;,,,
3182,noc-nat-co2-sgwo2,,&mdash;,,Active,&mdash;,,,
3183,noc-eventnat-bo1-sgwo2,,&mdash;,,Active,&mdash;,,,
3184,noc-fw-untrust,,&mdash;,,Active,&mdash;,,,
3185,noc-bs1-cs1-sgws2,,&mdash;,,Active,&mdash;,,,
3186,noc-cs2-sgws2,,&mdash;,,Active,&mdash;,,,
3187,noc-nat-cs2-sgws2,,&mdash;,,Active,&mdash;,,,
3188,noc-nat-co2-fg,,&mdash;,,Active,&mdash;,,,
3189,noc-co2-fg,,&mdash;,,Active,&mdash;,,,
3190,noc-cpsgw-cs2-sgws2,,&mdash;,,Active,&mdash;,,,
3191,noc-cpsgw-co2-sgwo2,,&mdash;,,Active,&mdash;,,,
3192,noc-co1-cpsgw,,&mdash;,,Active,&mdash;,,,
3193,noc-co2-cpsgw,,&mdash;,,Active,&mdash;,,,
3194,noc-nat-co1-cpsgw,,&mdash;,,Active,&mdash;,noc-nat-co1-cpsgwo1,,
3195,noc-nat-co2-cpsgw,,&mdash;,,Active,&mdash;,noc-nat-co2-cpsgw,,
3240,noc-bb-v3240,,&mdash;,,Active,&mdash;,,,
3260,mrr_frm_honkan_prx-res,,&mdash;,,Active,&mdash;,,,
3261,mrr_frm_setsubi_prx-res,,&mdash;,,Active,&mdash;,,,
3360,noc-crs1-slbs1,,&mdash;,,Active,&mdash;,,,
3361,noc-crs2-slbs1,,&mdash;,,Active,&mdash;,,,
3404,noc-vr-coo1-boo1,,&mdash;,,Active,&mdash;,,,
3405,noc-vr-coo1-boo2,,&mdash;,,Active,&mdash;,,,
3414,noc-vr-coo2-boo2,,&mdash;,,Active,&mdash;,,,
3415,noc-vr-coo2-boo1,,&mdash;,,Active,&mdash;,,,
3440,noc-vr-coo2-coo1,,&mdash;,,Active,&mdash;,,,
3450,noc-vr-cos1-coo1,,&mdash;,,Active,&mdash;,,,
3460,noc-vr-cos2-coo2,,&mdash;,,Active,&mdash;,,,
3504,noc-vr-cos1-bos1,,&mdash;,,Active,&mdash;,,,
3514,noc-vr-cos2-bos1,,&mdash;,,Active,&mdash;,,,
3540,noc-vr-cos2-cos1,,&mdash;,,Active,&mdash;,,,
4001,v4001,,&mdash;,,Active,&mdash;,ap-mgmt-poc,,
4002,v4002,,&mdash;,,Active,&mdash;,wlan-default-poc,,
4003,v4003,,&mdash;,,Active,&mdash;,auth1-poc,,
4004,v4004,,&mdash;,,Active,&mdash;,auth2-poc,,
4034,v4_gbe_honkan_gsic_koukou,,&mdash;,,Active,&mdash;,,,
4035,v4_gbe_gsic_tamachi,,&mdash;,,Active,&mdash;,,,
4078,v6_koukou_gsic_wide-gw,,&mdash;,,Active,&mdash;,,,
4079,v6_tamachi_gsic_wide-gw,,&mdash;,,Active,&mdash;,,,
4084,v6_gbe_oo6_honkan_koukou,,&mdash;,,Active,&mdash;,,,
4085,v6_gbe_oo6_gsic_tamachi,,&mdash;,,Active,&mdash;,,,
