Name,Device,Label,Enabled,Type,Management only,MTU,Mode,MAC Address,Description,Mark connected,Cable,Cable Color,Cable Peer,Connection,Tags,IP Addresses,Untagged VLAN,Tagged VLANs
mge-0/0/46,minami4,,True,10GBASE-T (10GE),False,,Tagged,,o-minami4-2_S422,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/47,minami4,,True,10GBASE-T (10GE),False,,Tagged,,o-minami4-1_S421,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
et-0/2/0,minami4,,True,QSFP+ (40GE),False,,,,core-gsic(ae0-1),False,,,&mdash;,&mdash;,,,,&mdash;
et-0/2/1,minami4,,True,QSFP+ (40GE),False,,,,core-honkan(ae0-2),False,,,&mdash;,&mdash;,,,,&mdash;
ae0,minami4,,True,Link Aggregation Group (LAG),False,,Tagged (All),,core,False,,,&mdash;,&mdash;,Uplink,,,All
irb,minami4,,True,Virtual,True,,,,,False,,,&mdash;,&mdash;,,172.30.2.69/23,,&mdash;
ge-0/0/0,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/1,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/2,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/3,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/4,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/5,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/6,minami4-2,,True,1000BASE-T (1GE),False,,Access,,"gsic,nyukan-o.150",False,,,&mdash;,&mdash;,,,v150 (150),&mdash;
ge-0/0/7,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/8,minami4-2,,True,1000BASE-T (1GE),False,,Access,,"cc,camera",False,,,&mdash;,&mdash;,,,v624 (624),&mdash;
ge-0/0/9,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/10,minami4-2,,True,1000BASE-T (1GE),False,,Access,,sao.644,False,,,&mdash;,&mdash;,,,v644 (644),&mdash;
ge-0/0/11,minami4-2,,True,1000BASE-T (1GE),False,,Access,,"jim,SETnet.130",False,,,&mdash;,&mdash;,,,v130 (130),&mdash;
ge-0/0/12,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/13,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/14,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/15,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/16,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/17,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/18,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/19,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/20,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/21,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/22,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/23,minami4-2,,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/24,minami4-2,,True,10GBASE-T (10GE),False,,Tagged,,johoeno-2(temporary),False,,,&mdash;,&mdash;,,,,"pubnet-o (110)
    
        pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        noc-mgmt-core-o (301)
    
        noc-mgmt-wlan-o (311)
    
        wi2-1 (341)
    
        wi2-2 (342)
    
        noc-wlan-o1 (360)
    
        noc-wlan-o2 (361)
    
        v624 (624)"
mge-0/0/25,minami4-2,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/26,minami4-2,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/27,minami4-2,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/28,minami4-2,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/29,minami4-2,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/30,minami4-2,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/31,minami4-2,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/32,minami4-2,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/33,minami4-2,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/34,minami4-2,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/35,minami4-2,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/36,minami4-2,,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/37,minami4-2,,True,10GBASE-T (10GE),False,,Tagged,,o-minami4-15_503,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/38,minami4-2,,True,10GBASE-T (10GE),False,,Tagged,,o-minami4-14_404,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/39,minami4-2,,True,10GBASE-T (10GE),False,,Tagged,,o-minami4-13_3F-edu,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/40,minami4-2,,True,10GBASE-T (10GE),False,,Tagged,,o-minami4-12_3F-edu,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/41,minami4-2,,True,10GBASE-T (10GE),False,,Tagged,,o-minami4-11_3F-edu,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/42,minami4-2,,True,10GBASE-T (10GE),False,,Tagged,,o-minami4-10_3F-edu,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/43,minami4-2,,True,10GBASE-T (10GE),False,,Tagged,,o-minami4-9_3F-edu,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/44,minami4-2,,True,10GBASE-T (10GE),False,,Tagged,,o-minami4-8_3F-edu,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/45,minami4-2,,True,10GBASE-T (10GE),False,,Tagged,,o-minami4-7_3F-edu,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/46,minami4-2,,True,10GBASE-T (10GE),False,,Tagged,,o-minami4-6_3F-edu,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
mge-0/0/47,minami4-2,,True,10GBASE-T (10GE),False,,Tagged,,o-minami4-5_3F-edu,False,,,&mdash;,&mdash;,"PoE,Wi-Fi",,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
et-0/2/0,minami4-2,,True,QSFP+ (40GE),False,,,,core-gsic(ae0-1),False,,,&mdash;,&mdash;,,,,&mdash;
et-0/2/1,minami4-2,,True,QSFP+ (40GE),False,,,,core-honkan(ae0-2),False,,,&mdash;,&mdash;,,,,&mdash;
ae0,minami4-2,,True,Link Aggregation Group (LAG),False,,Tagged (All),,core,False,,,&mdash;,&mdash;,Uplink,,,All
irb,minami4-2,,True,Virtual,True,,,,,False,,,&mdash;,&mdash;,,172.30.2.70/23,,&mdash;
ge-0/0/0,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,"sisetu,suido.631",False,,,&mdash;,&mdash;,,,v631 (631),&mdash;
ge-0/0/1,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,"sisetu,denryoku.629",False,,,&mdash;,&mdash;,,,v629 (629),&mdash;
ge-0/0/2,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,"sisetu,kinkyu-o.925",False,,,&mdash;,&mdash;,,,v925 (925),&mdash;
ge-0/0/3,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,"sisetu,air-con-o.909",False,,,&mdash;,&mdash;,,,v909 (909),&mdash;
ge-0/0/4,minami5 (1),,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/5,minami5 (1),,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/6,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,"gsic,nyukan-o.150",False,,,&mdash;,&mdash;,,,v150 (150),&mdash;
ge-0/0/7,minami5 (1),,False,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-0/0/8,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,ctrl.508,False,,,&mdash;,&mdash;,,,v508 (508),&mdash;
ge-0/0/9,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,ctrl.608,False,,,&mdash;,&mdash;,,,v608 (608),&mdash;
ge-0/0/10,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,ctrl.609,False,,,&mdash;,&mdash;,,,v609 (609),&mdash;
ge-0/0/11,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,ctrl.611,False,,,&mdash;,&mdash;,,,v611 (611),&mdash;
ge-0/0/12,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,ctrl.730,False,,,&mdash;,&mdash;,,,v730 (730),&mdash;
ge-0/0/13,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,ctrl.807,False,,,&mdash;,&mdash;,,,v807 (807),&mdash;
ge-0/0/14,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,ctrl.844,False,,,&mdash;,&mdash;,,,v844 (844),&mdash;
ge-0/0/15,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,ctrl.846,False,,,&mdash;,&mdash;,,,v846 (846),&mdash;
ge-0/0/16,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,ctrl.847,False,,,&mdash;,&mdash;,,,v847 (847),&mdash;
ge-0/0/17,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,ctrl.848,False,,,&mdash;,&mdash;,,,v848 (848),&mdash;
ge-0/0/18,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,ctrl.849,False,,,&mdash;,&mdash;,,,v849 (849),&mdash;
ge-0/0/19,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,ctrl.850,False,,,&mdash;,&mdash;,,,v850 (850),&mdash;
ge-0/0/20,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,ctrl.851,False,,,&mdash;,&mdash;,,,v851 (851),&mdash;
ge-0/0/21,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,ctrl.982,False,,,&mdash;,&mdash;,,,v982 (982),&mdash;
ge-0/0/22,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,ctrl.888,False,,,&mdash;,&mdash;,,,v888 (888),&mdash;
ge-0/0/23,minami5 (1),,True,1000BASE-T (1GE),False,,Access,,geo.904,False,,,&mdash;,&mdash;,,,v904 (904),&mdash;
mge-0/0/24,minami5 (1),,True,10GBASE-T (10GE),False,,Access,,ceram.737,False,,,&mdash;,&mdash;,,,v737 (737),&mdash;
mge-0/0/25,minami5 (1),,True,10GBASE-T (10GE),False,,Access,,mtl.906,False,,,&mdash;,&mdash;,,,v906 (906),&mdash;
mge-0/0/26,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/27,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/28,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/29,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/30,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/31,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/32,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/33,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/34,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/35,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/36,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/37,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/38,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/39,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/40,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/41,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/42,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/43,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/44,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/45,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/46,minami5 (1),,False,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-0/0/47,minami5 (1),,True,10GBASE-T (10GE),False,,,,minami5-p(ae11-1),False,,,&mdash;,&mdash;,,,,&mdash;
et-0/2/0,minami5 (1),,True,QSFP+ (40GE),False,,,,core-gsic(ae0-1),False,,,&mdash;,&mdash;,,,,&mdash;
et-0/2/1,minami5 (1),,False,QSFP+ (40GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ae0,minami5 (1),,True,Link Aggregation Group (LAG),False,,Tagged (All),,core,False,,,&mdash;,&mdash;,Uplink,,,All
ae11,minami5 (1),,True,Link Aggregation Group (LAG),False,,Tagged,,minami5-p,False,,,&mdash;,&mdash;,Wi-Fi,,noc-wlan-o2 (361),"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        wi2-1 (341)
    
        wi2-2 (342)"
irb,minami5 (1),,True,Virtual,True,,,,,False,,,&mdash;,&mdash;,,172.30.2.71/23,,&mdash;
ge-1/0/0,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,eng.733,False,,,&mdash;,&mdash;,,,v733 (733),&mdash;
ge-1/0/1,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ens.517,False,,,&mdash;,&mdash;,,,v517 (517),&mdash;
ge-1/0/2,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,phys.771,False,,,&mdash;,&mdash;,,,v771 (771),&mdash;
ge-1/0/3,minami5 (2),,True,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
ge-1/0/4,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ap.786,False,,,&mdash;,&mdash;,,,v786 (786),&mdash;
ge-1/0/5,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ap.786,False,,,&mdash;,&mdash;,,,v786 (786),&mdash;
ge-1/0/6,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ap.786,False,,,&mdash;,&mdash;,,,v786 (786),&mdash;
ge-1/0/7,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ap.786,False,,,&mdash;,&mdash;,,,v786 (786),&mdash;
ge-1/0/8,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ap.786,False,,,&mdash;,&mdash;,,,v786 (786),&mdash;
ge-1/0/9,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ap.786,False,,,&mdash;,&mdash;,,,v786 (786),&mdash;
ge-1/0/10,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ap.786,False,,,&mdash;,&mdash;,,,v786 (786),&mdash;
ge-1/0/11,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ap.786,False,,,&mdash;,&mdash;,,,v786 (786),&mdash;
ge-1/0/12,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ap.786,False,,,&mdash;,&mdash;,,,v786 (786),&mdash;
ge-1/0/13,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ap.786,False,,,&mdash;,&mdash;,,,v786 (786),&mdash;
ge-1/0/14,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ap.786,False,,,&mdash;,&mdash;,,,v786 (786),&mdash;
ge-1/0/15,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ap.786,False,,,&mdash;,&mdash;,,,v786 (786),&mdash;
ge-1/0/16,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ap.786,False,,,&mdash;,&mdash;,,,v786 (786),&mdash;
ge-1/0/17,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ksvo.739-test,False,,,&mdash;,&mdash;,,,v739 (739),&mdash;
ge-1/0/18,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ksvo.739,False,,,&mdash;,&mdash;,,,v739 (739),&mdash;
ge-1/0/19,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ksvo.739,False,,,&mdash;,&mdash;,,,v739 (739),&mdash;
ge-1/0/20,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,ksvo.736,False,,,&mdash;,&mdash;,,,v736 (736),&mdash;
ge-1/0/21,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,chem.842,False,,,&mdash;,&mdash;,,,v842 (842),&mdash;
ge-1/0/22,minami5 (2),,True,1000BASE-T (1GE),False,,Access,,chem.833,False,,,&mdash;,&mdash;,,,v833 (833),&mdash;
ge-1/0/23,minami5 (2),,True,1000BASE-T (1GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/24,minami5 (2),,True,10GBASE-T (10GE),False,,Tagged,,minami5-2(temporary),False,,,&mdash;,&mdash;,,,,"pubnet-nat-o (112)
    
        noc-event-nat-S1 (161)
    
        noc-event-nat-S2 (162)
    
        noc-event-nat-S3 (163)
    
        noc-event-nat-S4 (164)
    
        noc-event-eduroam (169)
    
        noc-event-nat-M1 (171)
    
        noc-event-nat-L1 (173)
    
        noc-mgmt-core-o (301)
    
        noc-mgmt-wlan-o (311)
    
        wi2-1 (341)
    
        wi2-2 (342)
    
        noc-wlan-o1 (360)
    
        noc-wlan-o2 (361)"
mge-1/0/25,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/26,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/27,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/28,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/29,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/30,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/31,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/32,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/33,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/34,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/35,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/36,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/37,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/38,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/39,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/40,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/41,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/42,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/43,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/44,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/45,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/46,minami5 (2),,True,10GBASE-T (10GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
mge-1/0/47,minami5 (2),,True,10GBASE-T (10GE),False,,,,minami5-p(ae11-2),False,,,&mdash;,&mdash;,,,,&mdash;
et-1/2/0,minami5 (2),,True,QSFP+ (40GE),False,,,,,False,,,&mdash;,&mdash;,,,,&mdash;
